15.27,14.87,12.4,14.91,15.56,14.46,14.76,14.21,15.09,14.12,11.57,14.59,15.51,10.01,13.92,14.9
2.263,2.028,1.711,2.014,2.205,1.9,1.97,1.899,2.094,1.899,1.619,1.93,2.165,1.446,1.88,2.055
1.014,1.279,1.534,1.496,1.298,1.325,1.916,1.458,1.357,1.572,1.416,1.338,1.589,1.752,1.979,1.133
16.7,5.689,6.29,5.684,8.161,6.269,6.245,5.573,11.05,5.678,10.28,9.01,7.988,4.365,11.1,9.087
0.09233,0.07309,0.08098,0.0613,0.071,0.06466,0.08831,0.07242,0.06985,0.06793,0.06813,0.05354,0.07305,0.08331,0.07337,0.05096
-0.4983,-0.755,-1.253,-0.6886,-0.6536,-0.6821,-1.25,-0.9807,-0.3913,-0.8747,-0.5047,-0.09309,-0.9986,-1.258,-0.3658,-0.0303
15.6,7.741,12.92,8.105,9.754,7.202,11.96,9.525,10.87,9.007,11.26,6.223,11.87,10.39,9.733,5.886
