9.003,7.714,8.06,9.755,9.519,9.094,9.387,12.42,10.87,6,6,9.752,8.801,7.24,8.796,9.084,14.72,10.79,8.797,7.278,8.732,6,8.241,6.838,10.29,6.966,8.12,9.488,12.05,6.104,7.969,8.654
1.333,1.19,1.229,1.417,1.39,1.344,1.376,1.718,1.541,1,1,1.417,1.311,1.138,1.311,1.342,1.926,1.524,1.311,1.142,1.304,1,1.25,1.093,1.477,1.111,1.244,1.386,1.68,1.012,1.219,1.295
2.172,1.782,2.174,1.451,1.892,1.889,1.864,1,1.213,3,3,1.618,1.664,2.91,1.921,1.487,1.568,1,1.891,1.81,1.083,3,3,2.261,1.382,3,3,1.247,1,3,3,1.493
3.792,3.734,3.814,3.495,3.656,3.684,3.746,3.639,3.895,3.545,4.137,3.551,3.727,3.875,3.726,3.544,9.456,2.268,2.975,1.844,2.705,1.582,3.538,2.092,5.608,1.952,3.57,2.209,6.553,2.005,3.766,2.258
0.05342,0.05334,0.05305,0.05219,0.07757,0.05729,0.04332,0.06536,0.07659,0.08148,0.06715,0.06818,0.09014,0.05303,0.04033,0.04675,0.3609,0.05953,0.05953,0.05031,0.05977,0.09697,0.08352,0.1253,0.09217,0.08327,0.07076,0.1116,0.0692,0.06665,0.07586,0.07764
-1.151,-1.171,-1.089,-1.064,-1.53,-1.118,-0.9963,-1.062,-1.276,-2.048,-1.149,-1.354,-1.563,-1.239,-0.7581,-0.9091,-4.877,-0.9511,-0.9705,-0.9584,-1.137,-2.686,-1.366,-3.058,-1.448,-1.895,-1.333,-2.87,-0.9562,-1.405,-1.179,-1.724
10.68,10.36,10.24,9.584,13.84,9.682,10.23,8.971,12.26,17.54,11.51,12.17,12.89,11.35,8.352,9.078,37.74,8.17,9.314,7.342,10.78,21.22,11.85,24.75,13.28,15.29,12.28,24.37,10.57,11.73,11.02,15.31
